Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.479691730370429,0.588225410102534,0.571810670717185,0,0,0,20.699196395585,0.0804877701808731,-2.88375061858065E-05,-5.11896008022177E-05,0.170897838679803,-0.000564030677199464,0.112039072409918,0,0,0,0,0,0,package://bot1_description_real/meshes/base_link.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://bot1_description_real/meshes/base_link.STL,,ar018-5;ar015-3;ar018-2;ar016-1;OhmiWheelAssem0000001-4/MN_TYHE_MOTOR-1;OhmiWheelAssem0000001-4/MN_THYE_Lbar-1;OhmiWheelAssem0000001-4/ohmiWheel001-1;ar016-4;OhmiWheelAssem0000001-1/MN_TYHE_MOTOR-1;OhmiWheelAssem0000001-1/MN_THYE_Lbar-1;OhmiWheelAssem0000001-1/ohmiWheel001-1;ar029-1;ar017-1;ar006-2;ar007-2;ar018-4;ar019-1;ar018-1;ar015-1;ar017-3;OhmiWheelAssem0000001-3/MN_TYHE_MOTOR-1;OhmiWheelAssem0000001-3/MN_THYE_Lbar-1;OhmiWheelAssem0000001-3/ohmiWheel001-1;ar016-2;ar016-3;OhmiWheelAssem0000001-2/MN_TYHE_MOTOR-1;OhmiWheelAssem0000001-2/MN_THYE_Lbar-1;OhmiWheelAssem0000001-2/ohmiWheel001-1;ar015-4;ar017-4;ar018-3;ar036-1;ar026-7;EmergencyButton-1;ar032-1;ar026-6;ar026-5;ar034-1;ar028-1;ar026-1;ar026-4;intgame173-1;ar033-1;ar025-5;ar031-1;ar030-1;ar025-4;ar029-14;ar027-1;ar036-3;ar036-2;4corner wheel(001)a-3/Tamiya Tyre-1;4corner wheel(001)a-3/012-I4-1;4corner wheel(001)a-3/Roller_Tamiya-1;4corner wheel(001)a-3/012-I4-2;ar024-2;ANALOG_SENSOR-2;ar025-2;ar025-3;ar025-1;Final laptop-1/LAPTOP-1;4corner wheel(001)a-4/Tamiya Tyre-1;4corner wheel(001)a-4/012-I4-1;4corner wheel(001)a-4/Roller_Tamiya-1;4corner wheel(001)a-4/012-I4-2;4corner wheel(001)a-2/Tamiya Tyre-1;4corner wheel(001)a-2/Roller_Tamiya-1;4corner wheel(001)a-2/012-I4-2;LIMIT_SWITCH001-6;LIMIT_SWITCH001-4;LIMIT_SWITCH001-2;LIMIT_SWITCH001-5;ANALOG_SENSOR-3;ar024-1;ar019-9;ANALOG_SENSOR-4;rplidar_main-1;ar019-8;intgame175-1;encoder0001-4/ENCODER_OMNIWHEEL_SET-1/KORNYLAK_TRANSWHEEL_S-1/KORNYLAK_TRANSWHEEL_S_COUPLING-1;encoder0001-4/ENCODER_OMNIWHEEL_SET-1/KORNYLAK_TRANSWHEEL_S-1/KORNYLAK_TRANSWHEEL_S_BODY-1;encoder0001-4/ENCODER_OMNIWHEEL_SET-1/ENCODER_BODY-1;encoder0001-4/1.0_al_flat_bar_ea_2-1;encoder0001-4/0.75_MS_ea_3-1;encoder0001-4/0.75_MS_ea_3-2;encoder0001-4/1.0_al_flat_bar_ea_1-1;ar018-6;LIMIT_SWITCH001-1;ar018-8;ar018-7;intgame187-1;encoder0001-3/ENCODER_OMNIWHEEL_SET-1/KORNYLAK_TRANSWHEEL_S-1/KORNYLAK_TRANSWHEEL_S_COUPLING-1;encoder0001-3/ENCODER_OMNIWHEEL_SET-1/KORNYLAK_TRANSWHEEL_S-1/KORNYLAK_TRANSWHEEL_S_BODY-1;encoder0001-3/ENCODER_OMNIWHEEL_SET-1/ENCODER_BODY-1;encoder0001-3/1.0_al_flat_bar_ea_2-1;encoder0001-3/0.75_MS_ea_3-1;encoder0001-3/0.75_MS_ea_3-2;encoder0001-3/1.0_al_flat_bar_ea_1-1;intgame165-1;ar022-1;ar021-4;ar021-3;intgame165-4;ar019-5;ar019-3;ar020-1;intgame165-3;intgame174-1;ar022-3;intgame165-2;ar020-2;ar019-4;intgame187-2;ar029-3;ar021-1;intgame166-1;ANALOG_SENSOR-1;ar022-2;ar029-4;intgame174-2;ar006-1;ar007-1;ar029-13;BATTERY CAGE002-1;Kinect-1/KINECT XBOX-1;LCD-1;ar019-6;ar022-4;ar035-1;ar019-7;ar029-15;Kinect-1/base KINECT-1;camera001-1;ar029-7;ar023-2;ar023-1;ar035-2;Final laptop-1/LAPTOP SCREEN-1;ar017-2;ar015-2,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
